31539600	5.16E+00	
31543200	5.16E+00	
31546800	5.15E+00	
31550400	5.14E+00	
31554000	5.14E+00	
31557600	5.13E+00	
31561200	5.12E+00	
31564800	5.12E+00	
31568400	5.12E+00	
31572000	5.12E+00	
31575600	5.13E+00	
31579200	5.14E+00	
31582800	5.15E+00	
31586400	5.16E+00	
31590000	5.16E+00	
31593600	5.16E+00	
31597200	5.16E+00	
31600800	5.15E+00	
31604400	5.15E+00	
31608000	5.14E+00	
31611600	5.14E+00	
31615200	5.13E+00	
31618800	5.13E+00	
32832000	4.52E+00	
32835600	4.51E+00	
32839200	4.50E+00	
32842800	4.50E+00	
32846400	4.49E+00	
32850000	4.48E+00	
32853600	4.48E+00	
32857200	4.47E+00	
32860800	4.47E+00	
32864400	4.46E+00	
32868000	4.47E+00	
32871600	4.48E+00	
32875200	4.49E+00	
32878800	4.50E+00	
32882400	4.52E+00	
32886000	4.52E+00	
32889600	4.52E+00	
32893200	4.52E+00	
32896800	4.52E+00	
32900400	4.51E+00	
32904000	4.51E+00	
32907600	4.50E+00	
32911200	4.50E+00	
32914800	4.49E+00	
34128000	4.06E+00	
34131600	4.06E+00	
34135200	4.05E+00	
34138800	4.04E+00	
34142400	4.03E+00	
34146000	4.03E+00	
34149600	4.02E+00	
34153200	4.02E+00	
34156800	4.01E+00	
34160400	4.01E+00	
34164000	4.02E+00	
34167600	4.03E+00	
34171200	4.04E+00	
34174800	4.06E+00	
34178400	4.07E+00	
34182000	4.08E+00	
34185600	4.09E+00	
34189200	4.08E+00	
34192800	4.08E+00	
34196400	4.07E+00	
34200000	4.07E+00	
34203600	4.06E+00	
34207200	4.06E+00	
34210800	4.05E+00	
35424000	3.86E+00	
35427600	3.85E+00	
35431200	3.85E+00	
35434800	3.84E+00	
35438400	3.83E+00	
35442000	3.82E+00	
35445600	3.82E+00	
35449200	3.81E+00	
35452800	3.80E+00	
35456400	3.81E+00	
35460000	3.81E+00	
35463600	3.83E+00	
35467200	3.85E+00	
35470800	3.86E+00	
35474400	3.88E+00	
35478000	3.89E+00	
35481600	3.90E+00	
35485200	3.90E+00	
35488800	3.90E+00	
35492400	3.89E+00	
35496000	3.88E+00	
35499600	3.88E+00	
35503200	3.87E+00	
35506800	3.86E+00	
36720000	3.91E+00	
36723600	3.90E+00	
36727200	3.89E+00	
36730800	3.88E+00	
36734400	3.88E+00	
36738000	3.87E+00	
36741600	3.86E+00	
36745200	3.85E+00	
36748800	3.85E+00	
36752400	3.85E+00	
36756000	3.87E+00	
36759600	3.88E+00	
36763200	3.90E+00	
36766800	3.92E+00	
36770400	3.94E+00	
36774000	3.96E+00	
36777600	3.97E+00	
36781200	3.97E+00	
36784800	3.96E+00	
36788400	3.96E+00	
36792000	3.95E+00	
36795600	3.94E+00	
36799200	3.94E+00	
36802800	3.93E+00	
38016000	4.20E+00	
38019600	4.19E+00	
38023200	4.18E+00	
38026800	4.17E+00	
38030400	4.16E+00	
38034000	4.15E+00	
38037600	4.14E+00	
38041200	4.13E+00	
38044800	4.13E+00	
38048400	4.14E+00	
38052000	4.15E+00	
38055600	4.17E+00	
38059200	4.20E+00	
38062800	4.22E+00	
38066400	4.24E+00	
38070000	4.26E+00	
38073600	4.27E+00	
38077200	4.28E+00	
38080800	4.27E+00	
38084400	4.27E+00	
38088000	4.26E+00	
38091600	4.25E+00	
38095200	4.24E+00	
38098800	4.23E+00	
39312000	4.67E+00	
39315600	4.65E+00	
39319200	4.64E+00	
39322800	4.63E+00	
39326400	4.62E+00	
39330000	4.61E+00	
39333600	4.60E+00	
39337200	4.60E+00	
39340800	4.60E+00	
39344400	4.61E+00	
39348000	4.62E+00	
39351600	4.64E+00	
39355200	4.67E+00	
39358800	4.69E+00	
39362400	4.72E+00	
39366000	4.74E+00	
39369600	4.75E+00	
39373200	4.75E+00	
39376800	4.75E+00	
39380400	4.74E+00	
39384000	4.74E+00	
39387600	4.73E+00	
39391200	4.72E+00	
39394800	4.71E+00	
40608000	5.36E+00	
40611600	5.35E+00	
40615200	5.34E+00	
40618800	5.32E+00	
40622400	5.31E+00	
40626000	5.30E+00	
40629600	5.29E+00	
40633200	5.28E+00	
40636800	5.29E+00	
40640400	5.30E+00	
40644000	5.32E+00	
40647600	5.34E+00	
40651200	5.37E+00	
40654800	5.39E+00	
40658400	5.42E+00	
40662000	5.44E+00	
40665600	5.45E+00	
40669200	5.46E+00	
40672800	5.46E+00	
40676400	5.45E+00	
40680000	5.44E+00	
40683600	5.43E+00	
40687200	5.42E+00	
40690800	5.41E+00	
41904000	6.11E+00	
41907600	6.10E+00	
41911200	6.08E+00	
41914800	6.07E+00	
41918400	6.06E+00	
41922000	6.04E+00	
41925600	6.03E+00	
41929200	6.03E+00	
41932800	6.04E+00	
41936400	6.05E+00	
41940000	6.07E+00	
41943600	6.09E+00	
41947200	6.12E+00	
41950800	6.15E+00	
41954400	6.17E+00	
41958000	6.19E+00	
41961600	6.21E+00	
41965200	6.21E+00	
41968800	6.21E+00	
41972400	6.21E+00	
41976000	6.20E+00	
41979600	6.19E+00	
41983200	6.18E+00	
41986800	6.16E+00	
43200000	6.96E+00	
43203600	6.94E+00	
43207200	6.93E+00	
43210800	6.91E+00	
43214400	6.90E+00	
43218000	6.89E+00	
43221600	6.88E+00	
43225200	6.87E+00	
43228800	6.88E+00	
43232400	6.90E+00	
43236000	6.92E+00	
43239600	6.94E+00	
43243200	6.97E+00	
43246800	7.00E+00	
43250400	7.03E+00	
43254000	7.05E+00	
43257600	7.07E+00	
43261200	7.08E+00	
43264800	7.08E+00	
43268400	7.07E+00	
43272000	7.06E+00	
43275600	7.05E+00	
43279200	7.04E+00	
43282800	7.02E+00	
44496000	7.78E+00	
44499600	7.77E+00	
44503200	7.75E+00	
44506800	7.74E+00	
44510400	7.72E+00	
44514000	7.71E+00	
44517600	7.70E+00	
44521200	7.70E+00	
44524800	7.71E+00	
44528400	7.72E+00	
44532000	7.74E+00	
44535600	7.76E+00	
44539200	7.79E+00	
44542800	7.82E+00	
44546400	7.85E+00	
44550000	7.87E+00	
44553600	7.89E+00	
44557200	7.90E+00	
44560800	7.90E+00	
44564400	7.89E+00	
44568000	7.88E+00	
44571600	7.87E+00	
44575200	7.86E+00	
44578800	7.85E+00	
45792000	8.58E+00	
45795600	8.57E+00	
45799200	8.55E+00	
45802800	8.54E+00	
45806400	8.52E+00	
45810000	8.51E+00	
45813600	8.50E+00	
45817200	8.49E+00	
45820800	8.50E+00	
45824400	8.52E+00	
45828000	8.54E+00	
45831600	8.56E+00	
45835200	8.59E+00	
45838800	8.62E+00	
45842400	8.65E+00	
45846000	8.67E+00	
45849600	8.69E+00	
45853200	8.70E+00	
45856800	8.70E+00	
45860400	8.70E+00	
45864000	8.69E+00	
45867600	8.67E+00	
45871200	8.66E+00	
45874800	8.65E+00	
47088000	9.34E+00	
47091600	9.33E+00	
47095200	9.31E+00	
47098800	9.29E+00	
47102400	9.28E+00	
47106000	9.26E+00	
47109600	9.25E+00	
47113200	9.25E+00	
47116800	9.26E+00	
47120400	9.27E+00	
47124000	9.29E+00	
47127600	9.32E+00	
47131200	9.34E+00	
47134800	9.37E+00	
47138400	9.40E+00	
47142000	9.42E+00	
47145600	9.44E+00	
47149200	9.45E+00	
47152800	9.45E+00	
47156400	9.45E+00	
47160000	9.43E+00	
47163600	9.42E+00	
47167200	9.41E+00	
47170800	9.39E+00	
48384000	9.97E+00	
48387600	9.95E+00	
48391200	9.93E+00	
48394800	9.92E+00	
48398400	9.90E+00	
48402000	9.89E+00	
48405600	9.88E+00	
48409200	9.87E+00	
48412800	9.88E+00	
48416400	9.89E+00	
48420000	9.91E+00	
48423600	9.94E+00	
48427200	9.97E+00	
48430800	1.00E+01	
48434400	1.00E+01	
48438000	1.00E+01	
48441600	1.01E+01	
48445200	1.01E+01	
48448800	1.01E+01	
48452400	1.01E+01	
48456000	1.01E+01	
48459600	1.01E+01	
48463200	1.00E+01	
48466800	1.00E+01	
49680000	1.04E+01	
49683600	1.04E+01	
49687200	1.04E+01	
49690800	1.04E+01	
49694400	1.04E+01	
49698000	1.03E+01	
49701600	1.03E+01	
