31539600	1.79E+00	
31543200	1.68E+00	
31546800	1.59E+00	
31550400	1.51E+00	
31554000	1.44E+00	
31557600	1.39E+00	
31561200	1.34E+00	
31564800	1.30E+00	
31568400	1.36E+00	
31572000	1.53E+00	
31575600	1.81E+00	
31579200	2.16E+00	
31582800	2.49E+00	
31586400	2.77E+00	
31590000	2.93E+00	
31593600	2.94E+00	
31597200	2.84E+00	
31600800	2.71E+00	
31604400	2.56E+00	
31608000	2.41E+00	
31611600	2.26E+00	
31615200	2.11E+00	
31618800	1.97E+00	
32832000	1.31E+00	
32835600	1.17E+00	
32839200	1.06E+00	
32842800	9.53E-01	
32846400	8.65E-01	
32850000	7.91E-01	
32853600	7.30E-01	
32857200	6.77E-01	
32860800	6.32E-01	
32864400	7.00E-01	
32868000	9.04E-01	
32871600	1.22E+00	
32875200	1.60E+00	
32878800	1.99E+00	
32882400	2.31E+00	
32886000	2.51E+00	
32889600	2.55E+00	
32893200	2.44E+00	
32896800	2.29E+00	
32900400	2.12E+00	
32904000	1.95E+00	
32907600	1.77E+00	
32911200	1.60E+00	
32914800	1.44E+00	
34128000	1.15E+00	
34131600	1.00E+00	
34135200	8.67E-01	
34138800	7.52E-01	
34142400	6.54E-01	
34146000	5.71E-01	
34149600	5.01E-01	
34153200	4.41E-01	
34156800	4.02E-01	
34160400	4.94E-01	
34164000	7.39E-01	
34167600	1.10E+00	
34171200	1.53E+00	
34174800	1.97E+00	
34178400	2.34E+00	
34182000	2.59E+00	
34185600	2.67E+00	
34189200	2.57E+00	
34192800	2.40E+00	
34196400	2.20E+00	
34200000	1.99E+00	
34203600	1.79E+00	
34207200	1.59E+00	
34210800	1.41E+00	
35424000	1.81E+00	
35427600	1.62E+00	
35431200	1.46E+00	
35434800	1.31E+00	
35438400	1.19E+00	
35442000	1.09E+00	
35445600	9.96E-01	
35449200	9.19E-01	
35452800	8.90E-01	
35456400	1.02E+00	
35460000	1.32E+00	
35463600	1.74E+00	
35467200	2.23E+00	
35470800	2.72E+00	
35474400	3.14E+00	
35478000	3.44E+00	
35481600	3.57E+00	
35485200	3.50E+00	
35488800	3.29E+00	
35492400	3.04E+00	
35496000	2.79E+00	
35499600	2.53E+00	
35503200	2.29E+00	
35506800	2.06E+00	
